Airline,Origin,Destination,Distance,DepTime,ArrDelay,Delayed
AA,LAS,LAX,1376,854,42,1
UA,LAS,ATL,451,1811,140,1
AA,JFK,ATL,1795,797,6,0
WN,DFW,ATL,2351,1391,139,1
WN,LAX,LAX,707,1296,172,1
UA,DFW,ORD,2487,1575,79,1
AA,DFW,ORD,2935,1574,57,1
DL,ORD,CLT,1469,2292,16,1
UA,ATL,CLT,2036,1524,172,1
WN,SFO,JFK,1486,1844,164,1
UA,ATL,ATL,1625,1733,71,1
AA,ORD,SFO,951,1796,120,1
AA,ATL,JFK,898,1920,46,1
AA,LAX,LAX,2837,400,136,1
B6,JFK,DFW,1701,939,30,1
AA,DFW,SFO,1999,899,175,1
AS,LAS,SFO,2616,1865,146,1
WN,LAS,LAS,2498,357,-5,0
NK,JFK,ORD,234,2298,68,1
WN,JFK,LAX,2647,2275,7,0
B6,CLT,JFK,1400,2024,142,1
WN,SFO,CLT,1413,1624,139,1
WN,SFO,SFO,1610,1463,126,1
UA,LAS,LAS,1118,1897,0,0
NK,DFW,LAX,2603,1252,116,1
NK,CLT,LAS,1373,278,79,1
AA,SFO,CLT,2984,783,52,1
AS,LAX,ATL,1901,1193,46,1
AS,LAX,ATL,1094,2167,96,1
UA,ATL,ATL,1499,992,114,1
AS,JFK,DFW,2691,544,126,1
UA,DFW,JFK,1715,1302,27,1
NK,DFW,DFW,2137,31,-10,0
NK,JFK,LAS,675,1203,82,1
NK,DFW,LAS,1730,1880,119,1
AS,ATL,LAS,1000,1424,67,1
WN,DFW,ORD,1413,52,127,1
NK,ATL,JFK,1340,1422,91,1
DL,LAS,LAX,1499,1900,92,1
AA,LAS,SFO,957,1564,-20,0
DL,ORD,DFW,769,1158,104,1
WN,ORD,LAX,1387,844,76,1
B6,ORD,SFO,2908,2060,89,1
UA,SFO,CLT,295,1029,68,1
AS,JFK,LAX,2531,1199,-10,0
AS,ATL,CLT,598,724,127,1
WN,LAS,JFK,546,155,-10,0
AS,CLT,LAS,1717,84,-5,0
WN,ORD,LAS,2163,1488,43,1
DL,CLT,ATL,2531,979,122,1
B6,DEN,LAS,1502,299,157,1
UA,ORD,DFW,2815,452,167,1
AS,LAS,JFK,2415,943,178,1
B6,SFO,CLT,221,1262,122,1
B6,CLT,ATL,2234,1288,20,1
B6,LAX,DEN,1938,131,156,1
AA,ORD,JFK,1438,0,115,1
B6,SFO,JFK,2305,1296,9,0
NK,LAX,LAS,2459,715,168,1
WN,DEN,DFW,328,808,33,1
AA,SFO,SFO,1721,1909,137,1
NK,DEN,DEN,2335,1156,88,1
AA,DFW,ORD,996,965,-11,0
B6,LAS,DEN,2038,2244,-10,0
AS,ORD,JFK,798,1918,-2,0
AS,DFW,DFW,1071,789,12,0
AS,DFW,ORD,2291,1542,72,1
AS,CLT,DFW,2173,1242,99,1
WN,CLT,ORD,1282,898,169,1
AS,JFK,ORD,2917,2065,103,1
UA,DEN,ORD,2224,421,136,1
B6,DEN,ORD,2238,1591,160,1
AA,LAX,DFW,2318,1605,115,1
UA,DFW,SFO,1440,761,147,1
AS,DEN,SFO,443,2284,148,1
UA,ORD,ATL,2020,1002,51,1
AA,JFK,LAX,1952,1843,117,1
AS,LAS,CLT,1267,2318,82,1
UA,LAX,SFO,540,2139,111,1
WN,ATL,LAS,2238,2259,135,1
WN,LAS,SFO,1439,1293,133,1
B6,LAS,DFW,1005,900,171,1
B6,CLT,LAS,1460,581,52,1
NK,ATL,CLT,2337,763,140,1
UA,JFK,ATL,2799,693,97,1
AA,SFO,DFW,340,2139,46,1
WN,LAX,ATL,776,1759,106,1
DL,CLT,LAS,745,634,107,1
B6,LAX,SFO,2689,2317,71,1
NK,ORD,DFW,1243,1869,145,1
WN,DEN,JFK,2160,755,168,1
NK,ATL,DEN,1377,103,122,1
AS,LAX,LAX,901,1302,102,1
UA,JFK,DFW,2843,212,176,1
NK,ORD,LAS,367,1303,84,1
WN,ATL,LAS,1210,469,50,1
WN,LAS,LAS,2859,2067,145,1
UA,LAS,LAX,2725,193,4,0
B6,DFW,ATL,1571,1025,151,1
B6,DFW,LAS,2276,2339,81,1
DL,SFO,SFO,2367,478,-9,0
DL,CLT,DFW,2473,1124,9,0
B6,ORD,LAX,2338,713,152,1
B6,DFW,LAS,2726,493,111,1
NK,SFO,LAX,2980,249,40,1
B6,LAX,SFO,212,1393,21,1
B6,LAS,LAS,2818,230,-5,0
WN,ORD,ATL,1144,378,33,1
DL,SFO,LAS,1768,1436,164,1
UA,LAS,CLT,834,1387,43,1
AA,LAS,SFO,1889,1830,48,1
UA,ORD,CLT,2856,2287,163,1
AS,LAX,ATL,633,2133,155,1
AA,DFW,SFO,2569,264,23,1
WN,DFW,ORD,503,1862,-6,0
AS,CLT,DFW,1194,1724,58,1
DL,DEN,LAX,1211,792,39,1
AA,SFO,CLT,2792,748,13,0
B6,CLT,LAX,1387,2260,8,0
AS,LAS,SFO,1055,773,61,1
WN,ATL,CLT,2143,496,-5,0
AA,DFW,DEN,1266,12,172,1
B6,ATL,ATL,2674,400,135,1
AS,LAS,ATL,644,1638,68,1
WN,LAX,DEN,1739,849,93,1
AS,CLT,CLT,1346,1957,42,1
AA,SFO,LAS,2243,1996,61,1
B6,SFO,DEN,895,532,64,1
DL,CLT,ORD,1354,580,34,1
NK,JFK,ATL,2392,1692,-1,0
WN,JFK,DFW,1556,1386,-17,0
AA,SFO,ORD,553,1955,92,1
B6,LAX,DFW,938,2274,0,0
DL,ATL,CLT,1488,43,100,1
AS,DEN,ATL,2707,2356,75,1
B6,DFW,SFO,2686,1054,133,1
NK,DFW,JFK,750,649,36,1
DL,DEN,SFO,1449,1003,177,1
AA,SFO,JFK,2924,1828,-20,0
B6,LAX,LAX,753,1954,125,1
NK,ATL,JFK,675,1946,96,1
B6,SFO,ORD,1538,461,22,1
UA,DFW,CLT,879,789,137,1
WN,LAS,CLT,669,171,173,1
B6,DEN,SFO,592,577,1,0
NK,ATL,SFO,1122,1332,1,0
DL,ATL,DFW,2996,805,60,1
WN,ORD,LAS,1193,498,128,1
AA,DEN,JFK,2961,49,38,1
NK,CLT,ATL,1408,1821,3,0
WN,JFK,DEN,1919,1836,162,1
UA,LAX,ATL,663,1093,52,1
AA,ATL,LAX,2937,1188,61,1
B6,SFO,LAX,2032,2262,148,1
NK,LAX,LAX,640,1427,139,1
AS,CLT,SFO,1315,1006,172,1
AA,ORD,DFW,531,933,169,1
NK,LAX,LAX,2259,892,80,1
AA,SFO,LAS,1207,932,174,1
UA,LAS,LAX,1519,1654,118,1
DL,ATL,SFO,1641,1962,153,1
AA,LAX,JFK,1815,1463,156,1
NK,LAS,DEN,1076,1536,147,1
DL,DFW,DEN,2083,2223,85,1
WN,SFO,DFW,993,1839,66,1
AS,DFW,SFO,1439,2213,-20,0
UA,DFW,CLT,1001,258,167,1
B6,DEN,LAX,978,915,154,1
NK,DFW,ORD,1771,1406,169,1
NK,CLT,CLT,567,2202,-6,0
NK,ATL,DFW,2057,2019,128,1
AA,ORD,DEN,1460,157,105,1
AS,ORD,ATL,2168,1376,123,1
AS,LAX,JFK,2324,1612,148,1
DL,CLT,CLT,363,1257,72,1
AA,SFO,ATL,1332,139,128,1
NK,DEN,LAS,298,1084,126,1
AS,LAX,LAX,373,1255,75,1
NK,LAX,CLT,2055,1405,155,1
NK,JFK,LAS,1458,718,150,1
NK,LAX,DEN,1428,1627,7,0
UA,LAS,CLT,503,1804,158,1
B6,JFK,ATL,1783,152,-7,0
WN,ATL,JFK,1952,1999,100,1
WN,LAX,LAX,2629,1311,176,1
DL,DFW,JFK,594,1549,155,1
AS,CLT,LAS,2466,251,75,1
WN,JFK,DFW,2117,2143,10,0
DL,LAS,DEN,987,2104,95,1
B6,SFO,CLT,1230,2223,-6,0
NK,DFW,LAS,1755,1427,8,0
AA,DFW,ORD,1498,1577,140,1
UA,LAS,LAX,2097,1823,-4,0
B6,LAS,ORD,2698,1612,157,1
B6,LAX,DEN,1868,2160,137,1
WN,CLT,JFK,701,1988,70,1
WN,DFW,LAX,589,770,173,1
UA,LAX,CLT,1533,224,-11,0
AA,LAS,CLT,2140,2192,79,1
B6,ATL,DEN,1588,724,170,1
AS,DFW,CLT,335,2338,127,1
WN,SFO,CLT,1324,1174,140,1
B6,LAX,DFW,2101,735,97,1
AA,DFW,ATL,278,1281,110,1
DL,CLT,SFO,2042,358,75,1
AA,JFK,JFK,1951,215,-6,0
B6,CLT,SFO,2103,1357,120,1
B6,LAX,CLT,1521,715,157,1
UA,ATL,ORD,2226,2067,9,0
B6,ORD,CLT,531,531,33,1
WN,LAX,DEN,2788,550,-13,0
AS,LAX,ORD,2073,294,79,1
UA,DEN,DEN,2679,2128,107,1
B6,ORD,DEN,492,281,170,1
AA,ATL,ATL,627,522,143,1
B6,ATL,DFW,202,1149,56,1
AA,LAX,DFW,2996,1531,-8,0
AA,ATL,DEN,2625,823,35,1
B6,LAX,DEN,1634,2322,50,1
AA,ATL,ORD,2613,245,58,1
AS,CLT,LAX,2525,377,123,1
DL,LAS,JFK,1805,2248,157,1
UA,ATL,JFK,1195,2180,0,0
B6,ATL,CLT,1719,1843,16,1
NK,SFO,ATL,1327,1344,154,1
DL,JFK,DFW,1313,1062,174,1
AA,SFO,CLT,2201,737,-4,0
AA,LAS,SFO,2756,1430,86,1
UA,ATL,ATL,1456,1540,106,1
DL,LAX,SFO,2604,1898,155,1
DL,ATL,ORD,1957,1622,140,1
B6,LAX,DEN,523,394,150,1
AA,SFO,LAX,1527,1845,34,1
NK,DEN,DEN,1369,1989,76,1
WN,LAX,DEN,450,293,175,1
NK,DEN,ORD,1303,910,-19,0
B6,LAS,LAS,2659,809,165,1
B6,CLT,DFW,2801,1143,21,1
B6,LAS,DFW,2728,2144,172,1
UA,DFW,JFK,2131,1981,-16,0
UA,LAX,ATL,1599,282,124,1
B6,DFW,JFK,1558,1658,-2,0
AS,ORD,JFK,2099,691,135,1
WN,ATL,SFO,2207,987,106,1
DL,SFO,DFW,2171,2273,51,1
DL,LAX,CLT,772,2138,96,1
AA,DEN,ATL,1217,1711,29,1
DL,JFK,LAS,2537,34,66,1
NK,ORD,ATL,1993,534,139,1
DL,SFO,LAX,2025,1861,5,0
WN,DFW,ORD,2339,1648,11,0
DL,CLT,LAS,2778,1913,156,1
NK,SFO,ORD,1975,1946,76,1
WN,SFO,JFK,295,2261,86,1
UA,JFK,LAS,359,1155,116,1
WN,JFK,LAX,633,1051,120,1
UA,DEN,LAX,2923,1376,144,1
WN,CLT,CLT,1011,236,83,1
B6,ORD,ORD,1711,1964,72,1
NK,CLT,ORD,365,646,50,1
AS,CLT,ORD,2926,1194,51,1
UA,JFK,DEN,2896,573,129,1
UA,DFW,ATL,314,1896,107,1
DL,LAS,LAX,2874,2072,3,0
UA,ORD,ATL,1446,1245,44,1
WN,LAS,ORD,1184,2304,72,1
B6,LAS,SFO,1619,105,144,1
B6,JFK,ATL,1605,104,16,1
DL,LAX,JFK,1426,1822,70,1
WN,ORD,SFO,1438,123,138,1
WN,ATL,ATL,2619,263,128,1
AA,DFW,LAS,2369,924,152,1
UA,DFW,ATL,1741,1901,148,1
DL,DFW,SFO,2650,779,85,1
B6,ORD,DEN,208,559,16,1
NK,DEN,DEN,2723,1894,124,1
AS,ATL,LAX,2917,848,34,1
AA,LAS,DFW,2229,568,92,1
WN,LAX,ATL,2873,518,51,1
UA,JFK,JFK,1542,1154,-6,0
B6,SFO,LAS,795,510,86,1
NK,LAS,ORD,1387,564,177,1
AA,LAS,LAS,2874,170,163,1
WN,ORD,JFK,2042,183,168,1
B6,JFK,SFO,2409,1093,79,1
B6,LAS,LAS,217,2157,65,1
WN,SFO,LAX,2890,2068,48,1
WN,CLT,ORD,2058,1006,72,1
DL,DEN,LAX,1954,923,44,1
B6,DEN,SFO,1248,2158,135,1
WN,ATL,CLT,1733,527,20,1
AS,LAX,DEN,2259,2282,9,0
NK,JFK,JFK,2247,2043,173,1
NK,DEN,DFW,2033,1812,17,1
AS,LAS,JFK,822,1367,75,1
NK,LAX,ORD,1187,1715,91,1
AA,JFK,JFK,1887,1353,1,0
NK,JFK,LAX,2772,1233,169,1
UA,SFO,JFK,830,251,73,1
NK,JFK,SFO,2259,1294,-3,0
AS,LAS,SFO,1554,1609,141,1
DL,LAS,ATL,1243,166,164,1
WN,ORD,LAX,1469,1734,14,0
UA,LAX,ATL,2663,743,118,1
DL,LAS,ATL,2790,2200,30,1
B6,ORD,LAS,1237,477,131,1
UA,LAX,LAS,1767,1426,-11,0
AS,ATL,DFW,1630,1342,29,1
DL,SFO,SFO,2310,393,64,1
WN,ATL,SFO,1081,2244,125,1
WN,CLT,ORD,1882,194,120,1
NK,DFW,LAS,340,1018,83,1
DL,LAX,ORD,2511,640,48,1
B6,ATL,SFO,1973,2190,177,1
NK,SFO,SFO,1867,1407,42,1
AS,JFK,LAS,2022,1192,143,1
DL,SFO,SFO,2121,276,132,1
AA,ORD,DFW,555,1691,-9,0
DL,SFO,LAX,1591,1578,45,1
DL,ORD,JFK,1946,1546,48,1
AS,CLT,DEN,2485,1617,81,1
WN,ATL,LAS,901,2350,100,1
NK,JFK,ORD,483,561,75,1
B6,JFK,JFK,1114,2205,1,0
NK,ATL,JFK,252,724,10,0
DL,LAS,LAS,307,862,124,1
UA,DFW,LAS,1820,569,47,1
WN,DFW,DEN,2850,1800,-3,0
WN,ORD,ORD,1393,1580,109,1
DL,DFW,LAS,741,646,112,1
AS,SFO,DFW,624,2038,58,1
UA,ORD,CLT,1705,2242,34,1
DL,DFW,ATL,583,1195,14,0
UA,ORD,JFK,598,6,52,1
WN,JFK,LAX,1866,1724,-16,0
UA,DEN,CLT,1719,1064,167,1
NK,ORD,ATL,1658,1752,92,1
DL,LAX,JFK,1955,2351,-13,0
AA,ORD,DFW,2790,1849,164,1
AA,DFW,ATL,1668,16,57,1
UA,DFW,DFW,2229,998,163,1
AS,LAS,ORD,2380,1229,158,1
DL,LAS,ATL,1942,193,171,1
B6,LAX,CLT,2415,1528,38,1
AA,DEN,DEN,1213,679,-4,0
WN,LAS,DFW,1242,65,123,1
NK,LAS,ATL,384,2067,142,1
DL,DEN,LAX,227,833,54,1
DL,JFK,JFK,1955,848,68,1
NK,JFK,ATL,2515,1251,-14,0
AA,LAS,LAX,1498,413,75,1
NK,ORD,LAS,2204,1977,24,1
NK,DFW,LAX,522,195,109,1
B6,DEN,LAX,2037,1510,21,1
NK,JFK,DEN,2890,1922,6,0
WN,JFK,DEN,961,2306,72,1
B6,ATL,ATL,1985,2083,117,1
WN,DEN,ORD,750,1975,30,1
AA,CLT,ATL,1297,1644,142,1
DL,SFO,DFW,2417,1039,139,1
WN,LAX,CLT,2762,1141,114,1
DL,ATL,LAX,1786,2090,52,1
UA,DFW,DEN,1943,902,-2,0
UA,CLT,SFO,1197,1381,21,1
AA,SFO,ORD,392,1316,-18,0
AA,ATL,DFW,1427,1216,81,1
AS,CLT,LAX,1091,133,163,1
AA,CLT,ORD,716,1911,38,1
UA,ATL,LAX,1790,2135,104,1
WN,LAX,JFK,2653,2209,44,1
NK,ORD,CLT,1938,742,145,1
NK,DFW,ORD,225,2337,81,1
NK,JFK,SFO,2687,1720,135,1
B6,DFW,ORD,564,467,111,1
NK,ATL,SFO,2080,1477,160,1
AA,DFW,CLT,518,2229,164,1
NK,JFK,DEN,842,465,55,1
B6,SFO,LAS,1760,820,176,1
B6,LAS,JFK,966,374,154,1
UA,DFW,JFK,2208,1118,84,1
AS,ORD,LAX,400,670,54,1
WN,LAS,ATL,2522,1469,107,1
UA,DEN,DEN,2825,81,8,0
AA,DEN,LAS,517,773,6,0
UA,ORD,DFW,592,1937,40,1
UA,JFK,LAS,1573,2108,129,1
UA,ATL,DFW,2855,643,138,1
AA,ATL,LAX,2890,1116,68,1
AA,ORD,LAS,606,2003,108,1
UA,DFW,LAS,351,2259,-5,0
UA,LAS,SFO,2428,864,152,1
B6,LAS,ATL,2520,1013,64,1
WN,CLT,DFW,1001,743,99,1
B6,DEN,JFK,1972,2098,-9,0
AS,ATL,DEN,2863,252,-14,0
WN,LAX,LAS,2617,1198,33,1
AS,ORD,DEN,1372,1648,17,1
WN,LAS,LAS,1618,2138,130,1
UA,JFK,LAX,880,2303,172,1
B6,SFO,DFW,702,1491,151,1
WN,DEN,ORD,2188,1650,-17,0
AS,LAX,SFO,1606,1114,10,0
WN,DFW,LAX,1133,1659,155,1
AA,LAX,JFK,1850,1379,88,1
WN,LAS,SFO,319,2127,-10,0
NK,DFW,CLT,315,101,166,1
UA,DEN,DEN,2207,230,-19,0
DL,ATL,ORD,2485,1079,54,1
AA,JFK,ORD,2142,1624,-8,0
DL,ORD,ORD,1239,1915,8,0
UA,DFW,DFW,1491,18,9,0
NK,ORD,ATL,2681,1142,174,1
DL,CLT,LAS,405,1056,58,1
WN,LAX,JFK,476,904,71,1
DL,LAX,LAS,712,1929,152,1
B6,JFK,CLT,2029,2210,-3,0
UA,JFK,DEN,1287,1826,130,1
B6,ATL,LAS,1523,1657,110,1
DL,CLT,DEN,1259,1416,126,1
NK,CLT,SFO,1640,880,81,1
B6,CLT,ATL,2854,433,162,1
AA,JFK,DEN,2395,777,-7,0
DL,JFK,ORD,869,1520,151,1
AS,SFO,DFW,1461,1569,152,1
B6,SFO,ATL,1883,746,100,1
WN,DFW,ATL,461,385,-6,0
DL,CLT,LAX,2948,1014,105,1
NK,DEN,DEN,2386,1995,-3,0
AS,JFK,ORD,990,2202,138,1
NK,SFO,SFO,1676,875,137,1
AA,CLT,LAS,2731,1947,104,1
WN,CLT,JFK,346,357,-17,0
DL,LAS,DEN,1770,428,157,1
NK,ORD,SFO,1094,2189,26,1
WN,LAX,LAS,2702,2161,177,1
DL,CLT,ATL,2153,1510,132,1
DL,ATL,SFO,1756,1502,170,1
UA,LAX,CLT,1928,371,96,1
B6,LAX,DEN,961,700,-13,0
DL,LAX,DFW,957,1019,39,1
AA,DFW,LAX,622,447,83,1
AS,CLT,JFK,2505,1979,34,1
B6,LAS,ORD,2803,410,38,1
UA,DEN,CLT,2690,2009,164,1
B6,CLT,DFW,1846,1851,30,1
B6,DEN,DFW,1212,791,163,1
DL,JFK,LAS,1902,735,45,1
AA,LAS,LAS,253,1813,-10,0
DL,SFO,LAS,2024,33,153,1
NK,LAX,CLT,1904,787,-9,0
AA,ORD,CLT,408,1364,19,1
NK,LAX,LAX,1301,1772,59,1
AA,LAS,LAX,956,1928,114,1
WN,CLT,DFW,2042,472,155,1
DL,DFW,DEN,1601,263,102,1
NK,ATL,DFW,2626,1145,75,1
UA,SFO,CLT,2898,2160,-16,0
AS,LAS,JFK,2016,2099,162,1
B6,CLT,DEN,1645,28,117,1
WN,CLT,DFW,2320,665,55,1
NK,LAX,LAX,550,211,172,1
UA,LAS,CLT,1550,682,175,1
AS,LAX,SFO,2450,715,65,1
AS,CLT,DFW,2804,1116,5,0
DL,DFW,LAX,2439,2129,-9,0
AA,DEN,LAX,1402,1194,53,1
NK,LAS,JFK,1749,1056,19,1
DL,CLT,CLT,1926,1694,14,0
AS,DFW,DEN,2450,760,170,1
DL,DEN,LAX,1258,771,16,1
WN,DFW,DEN,912,442,142,1
NK,LAS,ATL,2307,2306,-3,0
UA,DFW,ORD,2086,1366,133,1
AS,DEN,LAS,2167,701,170,1
NK,JFK,ORD,2977,204,128,1
WN,CLT,CLT,1041,834,179,1
UA,CLT,CLT,2718,1378,173,1
WN,CLT,DFW,2683,1683,166,1
B6,SFO,DEN,1334,814,-18,0
AA,SFO,DFW,1964,1621,-5,0
AA,DEN,ATL,2258,1180,-5,0
AA,SFO,ORD,2851,1768,46,1
B6,LAS,CLT,2378,1756,26,1
AS,DFW,DEN,1325,1020,71,1
AS,LAS,JFK,1067,501,158,1
B6,LAS,CLT,2805,2252,113,1
AA,ATL,ATL,2636,634,36,1
AA,LAS,LAX,2460,1550,106,1
UA,CLT,DFW,2555,2113,122,1
UA,DFW,LAX,1911,1670,-1,0
DL,ORD,LAX,2127,872,66,1
NK,LAS,DEN,1274,897,39,1
NK,ORD,DFW,2933,294,92,1
NK,ORD,CLT,2104,43,172,1
WN,ORD,ORD,469,572,138,1
UA,JFK,CLT,245,2173,141,1
UA,DEN,CLT,1369,1143,93,1
UA,ORD,ATL,1789,2345,35,1
UA,ORD,CLT,1225,2287,5,0
B6,LAS,ATL,2095,153,139,1
DL,SFO,ATL,1673,502,88,1
UA,CLT,ATL,1374,2280,81,1
AS,JFK,DEN,2854,310,-18,0
WN,CLT,DEN,1864,2009,60,1
NK,CLT,JFK,1000,757,161,1
UA,CLT,ATL,2214,1843,138,1
B6,DEN,ORD,2877,691,146,1
AS,DFW,LAS,777,404,-20,0
NK,ATL,LAS,1387,254,54,1
AA,LAS,JFK,376,1515,160,1
AA,SFO,LAX,1167,1672,-18,0
NK,JFK,LAS,1378,1843,-7,0
DL,JFK,LAX,413,1072,-9,0
AA,JFK,DEN,1543,2123,41,1
UA,ATL,LAX,2389,1975,132,1
NK,LAS,DFW,2966,2227,-4,0
B6,ORD,SFO,2670,1734,22,1
DL,JFK,JFK,2799,2324,129,1
AS,JFK,DEN,2086,1433,131,1
UA,ORD,CLT,2168,1871,125,1
AA,SFO,SFO,1988,1597,132,1
WN,CLT,CLT,1054,2315,-4,0
UA,ATL,DFW,2582,1441,-10,0
WN,LAX,JFK,1108,482,12,0
AS,SFO,ORD,2564,2202,144,1
WN,LAS,DFW,2618,332,3,0
AS,DEN,DFW,641,1979,83,1
DL,LAX,LAS,402,1554,61,1
B6,LAS,ORD,628,2206,168,1
AA,SFO,DFW,1702,2149,47,1
AA,LAS,LAX,1526,665,177,1
UA,LAX,LAX,2508,829,36,1
NK,ATL,DFW,1352,1875,66,1
AA,DEN,LAS,431,2345,38,1
DL,SFO,LAX,2429,581,15,1
AA,ORD,CLT,2231,1473,37,1
UA,DFW,ORD,2159,1842,70,1
AA,ATL,ORD,2760,716,66,1
B6,DFW,LAX,1834,1154,-2,0
AS,DEN,ATL,2150,101,135,1
WN,DEN,SFO,426,1588,140,1
WN,SFO,DFW,1706,1971,-5,0
AS,DEN,ORD,2832,506,88,1
WN,DEN,CLT,743,656,32,1
B6,ATL,CLT,452,1445,23,1
DL,LAX,CLT,429,2225,161,1
UA,SFO,ATL,1606,1379,62,1
B6,SFO,ORD,2393,631,155,1
UA,ORD,CLT,2485,2344,3,0
DL,DFW,DEN,690,450,99,1
B6,DEN,SFO,2677,1424,157,1
AA,LAS,JFK,1916,233,79,1
NK,ORD,DEN,1326,1017,141,1
DL,ORD,ORD,1269,1745,2,0
WN,DFW,SFO,1188,783,28,1
B6,LAX,ORD,1441,1068,175,1
DL,ORD,LAX,2779,1588,-9,0
DL,DEN,ORD,2420,2179,140,1
B6,ORD,SFO,260,526,48,1
WN,JFK,JFK,2778,1240,-16,0
AS,SFO,LAS,764,2041,109,1
WN,SFO,CLT,1767,853,152,1
DL,LAX,LAS,1012,1556,22,1
UA,DFW,ORD,1793,526,143,1
AS,LAS,LAS,2617,1829,108,1
AS,ORD,ORD,916,1550,38,1
DL,CLT,DFW,2415,1391,-2,0
B6,ATL,DFW,2388,2000,99,1
B6,ORD,LAS,1783,2331,44,1
B6,LAX,JFK,797,2027,143,1
WN,LAS,LAX,314,637,140,1
AA,DFW,DEN,948,665,10,0
B6,LAS,DFW,1360,486,143,1
B6,CLT,ATL,325,1178,69,1
AS,ORD,ORD,320,1762,103,1
UA,ATL,JFK,2616,2104,12,0
UA,DEN,LAS,463,1974,128,1
DL,DFW,JFK,1210,1340,-16,0
DL,ORD,SFO,1777,67,43,1
DL,DFW,DFW,2227,339,174,1
B6,DFW,LAX,967,702,2,0
UA,LAS,ATL,1935,1994,84,1
DL,ATL,LAX,1376,955,150,1
UA,CLT,SFO,1495,2141,3,0
B6,ATL,ATL,485,1906,146,1
AS,LAX,CLT,2344,1226,9,0
B6,ORD,JFK,1566,822,51,1
DL,ATL,LAS,334,1381,130,1
B6,CLT,CLT,2244,1632,3,0
B6,LAS,SFO,2289,873,20,1
UA,DEN,CLT,2100,1286,141,1
AA,CLT,ATL,2951,863,133,1
WN,DFW,SFO,2456,301,5,0
DL,DFW,DFW,2493,1531,34,1
NK,CLT,SFO,2318,172,147,1
AA,ATL,DFW,2308,1209,169,1
AS,ORD,LAX,2052,1492,-8,0
NK,LAX,DFW,568,379,54,1
DL,CLT,ORD,631,1673,17,1
AA,DFW,DFW,966,1834,46,1
B6,DEN,DFW,1796,1125,110,1
DL,LAS,DEN,2103,677,73,1
AA,ORD,CLT,2752,1996,59,1
WN,ATL,CLT,783,476,-4,0
B6,LAX,LAX,2047,1780,85,1
DL,DEN,DEN,722,1979,49,1
AS,LAS,CLT,2175,1889,30,1
AS,LAX,LAX,1883,2144,94,1
DL,DFW,DFW,1259,671,100,1
AA,JFK,LAX,2038,2304,31,1
DL,ATL,LAX,2865,645,64,1
NK,CLT,ORD,1231,731,-18,0
B6,ORD,DFW,1888,247,54,1
UA,ATL,DEN,1649,527,136,1
AS,LAX,DFW,2487,334,50,1
AA,LAS,CLT,2853,854,171,1
WN,DFW,SFO,1101,2171,144,1
DL,ORD,DFW,325,1723,121,1
B6,SFO,CLT,1546,611,56,1
DL,JFK,ATL,2417,438,96,1
WN,LAS,ATL,390,1967,10,0
B6,SFO,DEN,2039,1630,90,1
WN,JFK,DFW,2546,1378,172,1
B6,ATL,DEN,332,79,158,1
UA,SFO,LAX,1856,920,-5,0
AS,ATL,JFK,1382,88,101,1
B6,SFO,SFO,1495,760,144,1
WN,ORD,LAX,1670,2272,87,1
AA,ATL,ORD,2041,367,-19,0
AS,ORD,ORD,1543,1842,121,1
NK,ATL,LAS,1064,2174,111,1
UA,ORD,ATL,683,2356,38,1
DL,DFW,DEN,786,2197,9,0
UA,ATL,CLT,916,1226,107,1
UA,ORD,DEN,228,2265,24,1
DL,DFW,DEN,586,1460,-15,0
B6,LAS,LAX,1313,1482,47,1
UA,JFK,CLT,929,249,2,0
AS,ATL,JFK,447,1559,89,1
UA,SFO,SFO,1072,2253,171,1
AA,ATL,LAS,1741,245,20,1
AS,CLT,LAS,2651,2122,96,1
AA,SFO,ORD,1933,2249,176,1
AS,DFW,JFK,2692,2040,82,1
WN,ATL,CLT,2954,1587,112,1
DL,CLT,ORD,754,1654,8,0
AS,JFK,CLT,2211,1051,-6,0
AS,LAX,SFO,1337,446,161,1
B6,DFW,CLT,1396,104,172,1
B6,SFO,DFW,716,1537,34,1
WN,LAS,ATL,1475,1569,138,1
B6,ORD,LAS,1421,2127,11,0
NK,DFW,LAX,1965,1834,89,1
NK,LAX,ORD,2952,1913,146,1
B6,DEN,LAX,355,2348,131,1
NK,DEN,LAX,697,1279,51,1
AA,ATL,ATL,2051,973,47,1
NK,LAX,DEN,352,1074,122,1
B6,CLT,ATL,890,411,34,1
B6,CLT,SFO,1451,182,132,1
NK,JFK,CLT,2870,760,-19,0
WN,LAX,SFO,1757,889,59,1
WN,ATL,ATL,708,565,33,1
UA,JFK,JFK,1981,460,85,1
B6,DEN,DFW,1879,1977,146,1
B6,LAX,ORD,2728,996,19,1
AS,ORD,SFO,1295,726,44,1
B6,LAS,ATL,1543,741,87,1
AA,SFO,DFW,1845,2028,22,1
NK,ATL,LAS,2979,1457,160,1
AS,JFK,ORD,579,1088,170,1
B6,ATL,LAS,459,1632,101,1
AA,DEN,JFK,898,1813,155,1
UA,CLT,ATL,1596,727,179,1
AS,LAS,LAX,469,919,3,0
NK,ATL,SFO,2242,1531,4,0
NK,DEN,ORD,2216,704,-20,0
DL,LAX,ATL,991,2169,28,1
B6,LAX,SFO,526,703,98,1
AS,DEN,DEN,905,1057,114,1
NK,LAS,ATL,2306,65,133,1
